local_name,date,project_name,crew,ef_id,gps_id,sampling_method,pass_number,ef_seconds,voltage,frequency,enclosure,wp_top,wp_bottom,site_start_time,site_end_time,segment_start_time,segment_end_time,species,length,weight,alive,pit_tag_id,row_id,camera_id,photo_time_start,photo_time_end,comments
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:27:00,13:29:30,Rainbow Trout,95,9,TRUE,3DD.003E192B27,359,AI,,,NA. Pit Tag ID: 3DD.003E192B27. Row ID: 359. 
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:27:00,13:29:30,Rainbow Trout,50,3,TRUE,,,AI,,,
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:27:00,13:29:30,Rainbow Trout,42,0.5,TRUE,,,AI,,,
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:27:00,13:29:30,Rainbow Trout,43,0.6,TRUE,,,AI,,,
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:27:00,13:29:30,Rainbow Trout,43,0.7,TRUE,,,AI,14:32:06,,
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:27:00,13:29:30,Rainbow Trout,42,0.7,TRUE,,,AI,,,
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:29:30,13:43:00,Rainbow Trout,78,4.5,TRUE,3DD.003E192B01,360,AI,,,NA. Pit Tag ID: 3DD.003E192B01. Row ID: 360. 
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:29:30,13:43:00,Rainbow Trout,89,8,TRUE,3DD.003E192B1C,361,AI,,,NA. Pit Tag ID: 3DD.003E192B1C. Row ID: 361. 
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:29:30,13:43:00,Rainbow Trout,91,7.2,TRUE,3DD.003E192ADF,362,AI,,,NA. Pit Tag ID: 3DD.003E192ADF. Row ID: 362. 
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:29:30,13:43:00,Rainbow Trout,92,8,TRUE,3DD.003E192AD7,363,AI,,,NA. Pit Tag ID: 3DD.003E192AD7. Row ID: 363. 
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:29:30,13:43:00,Rainbow Trout,91,8.2,TRUE,3DD.003E192B0C,364,AI,,,NA. Pit Tag ID: 3DD.003E192B0C. Row ID: 364. 
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:29:30,13:43:00,Rainbow Trout,118,20.3,TRUE,3DD.003E192AE5,365,AI,14:41:45,,NA. Pit Tag ID: 3DD.003E192AE5. Row ID: 365. 
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:29:30,13:43:00,Rainbow Trout,77,4.3,TRUE,3DD.003E192B11,366,AI,,,NA. Pit Tag ID: 3DD.003E192B11. Row ID: 366. 
125180_us_ef1,2024-09-06T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,381,450,60,partial enclosure,,,13:00:00,13:43:00,13:29:30,13:43:00,Rainbow Trout,89,7.8,TRUE,3DD.003E192B08,367,AI,,,NA. Pit Tag ID: 3DD.003E192B08. Row ID: 367. 
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:22:00,10:30:00,Rainbow Trout,60,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:22:00,10:30:00,Rainbow Trout,95,,TRUE,,,AI,11:41:21,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:22:00,10:30:00,Rainbow Trout,80,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:22:00,10:30:00,Rainbow Trout,73,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:22:00,10:30:00,Rainbow Trout,50,,TRUE,,,LS,11:42:49,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:22:00,10:30:00,Rainbow Trout,100,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:22:00,10:30:00,Rainbow Trout,65,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:30:00,10:37:50,Rainbow Trout,89,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:30:00,10:37:50,Rainbow Trout,75,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:30:00,10:37:50,Rainbow Trout,100,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:30:00,10:37:50,Rainbow Trout,48,,TRUE,,,AI,11:45:28,11:45:42,burn or fungus on fish
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:37:50,10:45:10,Rainbow Trout,95,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:37:50,10:45:10,Rainbow Trout,73,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:37:50,10:45:10,Rainbow Trout,89,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:37:50,10:45:10,Rainbow Trout,90,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:37:50,10:45:10,Rainbow Trout,80,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:37:50,10:45:10,Rainbow Trout,47,,TRUE,,,AI,11:50:22,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:37:50,10:45:10,Rainbow Trout,52,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:45:10,10:55:00,Rainbow Trout,81,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:45:10,10:55:00,Rainbow Trout,96,,TRUE,,,LS,11:53:47,11:53:50,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:45:10,10:55:00,Rainbow Trout,70,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:45:10,10:55:00,Rainbow Trout,46,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:45:10,10:55:00,Rainbow Trout,130,,TRUE,,,AI,11:54:33,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:55:00,11:06:20,Rainbow Trout,37,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:55:00,11:06:20,Rainbow Trout,89,,TRUE,,,LS,11:56:15,,"dark mole/dot and purple colouring on gills, odd."
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:55:00,11:06:20,Rainbow Trout,135,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:55:00,11:06:20,Rainbow Trout,120,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:55:00,11:06:20,Rainbow Trout,88,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:55:00,11:06:20,Rainbow Trout,54,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:55:00,11:06:20,Rainbow Trout,80,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,10:55:00,11:06:20,Rainbow Trout,46,,TRUE,,,AI,11:58:32,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,11:06:20,11:21:10,Rainbow Trout,70,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,11:06:20,11:21:10,Rainbow Trout,42,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,11:06:20,11:21:10,Rainbow Trout,100,,TRUE,,,LS,12:00:57,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,11:06:20,11:21:10,Rainbow Trout,96,,TRUE,,,,,,
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,,,Rainbow Trout,71,,TRUE,,,,,,fish caught in stop net
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,,,Rainbow Trout,78,,TRUE,,,,,,"over counted fish while sampling, capture location uncertain"
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,,,Rainbow Trout,51,,TRUE,,,,,,"over counted fish while sampling, capture location uncertain"
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,,,Rainbow Trout,55,,TRUE,,,,,,"over counted fish while sampling, capture location uncertain"
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,,,Rainbow Trout,86,,TRUE,,,,,,"over counted fish while sampling, capture location uncertain"
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,,,Rainbow Trout,82,,TRUE,,,,,,"over counted fish while sampling, capture location uncertain"
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,,,Rainbow Trout,41,,TRUE,,,,,,"over counted fish while sampling, capture location uncertain"
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,,,Rainbow Trout,46,,TRUE,,,,,,"over counted fish while sampling, capture location uncertain"
125180_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,803,450,60,partial enclosure,,,10:22:00,11:21:10,,,Rainbow Trout,37,,TRUE,,,AI,12:07:49,,"over counted fish while sampling, capture location uncertain"
125194_ds_ef1,2024-09-07T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,562,350,60,open,,,14:55:25,15:33:00,,,NFC,,,TRUE,,,,,,No fish captured
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:23:02,11:32:10,Rainbow Trout,43,0.9,TRUE,,,AI,12:28:22,,
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:23:02,11:32:10,Rainbow Trout,143,34.6,TRUE,3DD.003E192B0D,368,AI,12:30:38,,NA. Pit Tag ID: 3DD.003E192B0D. Row ID: 368. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:23:02,12:32:10,Rainbow Trout,91,7.5,TRUE,3DD.003E192AEE,369,,,,NA. Pit Tag ID: 3DD.003E192AEE. Row ID: 369. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,12:32:10,11:41:30,Rainbow Trout,100,10.4,TRUE,3DD.003E192B16,370,,,,NA. Pit Tag ID: 3DD.003E192B16. Row ID: 370. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,12:32:10,11:41:30,Rainbow Trout,83,7.1,TRUE,3DD.003E192AFC,371,,,,NA. Pit Tag ID: 3DD.003E192AFC. Row ID: 371. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,12:32:10,11:41:30,Rainbow Trout,83,9.3,TRUE,3DD.003E192AC9,372,,,,NA. Pit Tag ID: 3DD.003E192AC9. Row ID: 372. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,12:32:10,11:41:30,Rainbow Trout,90,9.1,TRUE,3DD.003E192AED,373,,,,NA. Pit Tag ID: 3DD.003E192AED. Row ID: 373. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,12:32:10,11:41:30,Rainbow Trout,84,6.3,TRUE,3DD.003E192B02,374,,,,NA. Pit Tag ID: 3DD.003E192B02. Row ID: 374. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:41:30,11:45:30,Rainbow Trout,100,9.7,TRUE,3DD.003E192AFF,375,,,,NA. Pit Tag ID: 3DD.003E192AFF. Row ID: 375. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:41:30,11:45:30,Rainbow Trout,92,7.7,TRUE,3DD.003E192B03,376,LS,12:48:15,,NA. Pit Tag ID: 3DD.003E192B03. Row ID: 376. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,visual observation above water,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:45:30,11:49:50,Fish Unidentified Species,100,,TRUE,,,,,,fork length estimated
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:49:50,11:54:40,Rainbow Trout,103,12,TRUE,3DD.003E192ACE,377,,,,NA. Pit Tag ID: 3DD.003E192ACE. Row ID: 377. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:49:50,11:54:40,Rainbow Trout,89,8,TRUE,3DD.003E192AE4,378,,,,NA. Pit Tag ID: 3DD.003E192AE4. Row ID: 378. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,visual observation above water,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:54:40,11:58:50,Fish Unidentified Species,90,,TRUE,,,,,,fork length estimated
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,visual observation above water,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:58:50,12:19:00,Fish Unidentified Species,150,,TRUE,,,,,,fork length estimated
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:58:50,12:19:00,Rainbow Trout,102,10,TRUE,3DD.003E192AEA,379,,,,NA. Pit Tag ID: 3DD.003E192AEA. Row ID: 379. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:58:50,12:19:00,Rainbow Trout,75,4.8,TRUE,3DD.003E192ACD,380,,,,NA. Pit Tag ID: 3DD.003E192ACD. Row ID: 380. 
125179_ds_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,684,450,60,partial enclosure,,16,11:23:02,12:19:00,11:58:50,12:19:00,Rainbow Trout,44,0.5,TRUE,,,AI,12:54:12,,
125179_us_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,545,450,60,partial enclosure,18,17,13:05:00,13:35:44,13:05:00,13:13:00,Rainbow Trout,134,28.2,TRUE,3DD.003E192AFE,381,AI,14:02:38,,NA. Pit Tag ID: 3DD.003E192AFE. Row ID: 381. 
125179_us_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,545,450,60,partial enclosure,18,17,13:05:00,13:35:44,13:05:00,13:13:00,Rainbow Trout,84,6.7,TRUE,3DD.003E192AE6,382,,,,NA. Pit Tag ID: 3DD.003E192AE6. Row ID: 382. 
125179_us_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,545,450,60,partial enclosure,18,17,13:05:00,13:35:44,13:05:00,13:13:00,Rainbow Trout,94,9.3,TRUE,3DD.003E192AD3,383,,,,NA. Pit Tag ID: 3DD.003E192AD3. Row ID: 383. 
125179_us_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,545,450,60,partial enclosure,18,17,13:05:00,13:35:44,13:13:00,13:18:30,Rainbow Trout,92,7.9,TRUE,3DD.003E192AD8,384,,,,NA. Pit Tag ID: 3DD.003E192AD8. Row ID: 384. 
125179_us_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,545,450,60,partial enclosure,18,17,13:05:00,13:35:44,13:13:00,13:18:30,Rainbow Trout,88,7.2,TRUE,3DD.003E192AE0,385,,,,NA. Pit Tag ID: 3DD.003E192AE0. Row ID: 385. 
125179_us_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,electrofishing,1,545,450,60,partial enclosure,18,17,13:05:00,13:35:44,13:13:00,13:18:30,Rainbow Trout,86,8.5,TRUE,3DD.003E192ACA,386,,,,NA. Pit Tag ID: 3DD.003E192ACA. Row ID: 386. 
125179_us_ef1,2024-09-09T00:00:00Z,2024-073-sern-peace-fish-passage,AI LS,AI,AI,visual observation above water,1,545,450,60,partial enclosure,18,17,13:05:00,13:35:44,13:18:30,13:24:10,Fish Unidentified Species,90,,TRUE,,,,,,fork length estimated
